# ra,dec,radius
258.547823841,23.0717414378,2.0
258.104682839,23.079965828,2.0
258.51831807,23.0813566501,2.0
257.695625375,23.0864493268,2.0
258.393152184,23.0946513236,2.0
257.699073807,23.0936763288,2.0
331.493482174,32.0658827282,2.0
257.705160855,23.099368614,2.0
257.664167908,23.1052887771,2.0
331.072561499,32.0763667099,2.0
258.409963079,23.1084612271,2.0
131.57974624,35.3162459509,2.0
257.469316338,23.115112392,2.0
257.417424666,23.1170598594,2.0
257.429138558,23.124749229,2.0
257.84835443,23.1242946794,2.0
257.343267363,23.1295330696,2.0
258.492411519,23.1349773203,2.0
257.842859387,23.1374667275,2.0
258.442399495,23.1383007943,2.0
258.766571932,23.1382163849,2.0
257.350796864,23.1361044611,2.0
257.350309012,23.1394479428,2.0
257.340729628,23.1503961189,2.0
258.42678517,23.148731679,2.0
131.467700045,35.3745295013,2.0
257.31333149,23.1504544521,2.0
257.588312678,23.1519022815,2.0
257.778182311,23.1568937272,2.0
331.383119914,32.1126178715,2.0
257.396396002,23.158757755,2.0
258.740199673,23.1608634573,2.0
258.157117014,23.1631586299,2.0
258.631425053,23.1700708033,2.0
258.73044048,23.1816231977,2.0
257.27273517,23.1809992618,2.0
257.351809309,23.1844840102,2.0
258.790090866,23.1856535442,2.0
257.337484122,23.1883419179,2.0
258.039598715,23.1922855259,2.0
258.231131342,23.1979742768,2.0
258.182017004,23.2003006678,2.0
258.502061535,23.2030320205,2.0
257.820319526,23.2117179434,2.0
258.169793194,23.211977221,2.0
258.320643202,23.2173925931,2.0
257.918188018,23.2147744556,2.0
257.737077549,23.2180792894,2.0
258.027030483,23.2202253649,2.0
257.952576793,23.2196904337,2.0
257.618814313,23.2188258908,2.0
257.274031696,23.2220815345,2.0
258.2679829,23.2242512218,2.0
258.35680196,23.2287354988,2.0
258.140692979,23.2303154302,2.0
130.738761681,35.5416975902,2.0
257.80468633,23.2347201847,2.0
258.334929463,23.2396555637,2.0
130.690828019,35.5468975334,2.0
258.181065685,23.2437121358,2.0
258.199221979,23.2449658119,2.0
258.084214206,23.2454511154,2.0
257.996245274,23.2418031298,2.0
130.811549259,35.5529844001,2.0
257.583703729,23.2584416628,2.0
258.454767119,23.260982462,2.0
257.537294566,23.2626136703,2.0
257.856921035,23.2652190787,2.0
132.211792297,35.5908828459,2.0
257.783006555,23.2696877267,2.0
257.586523226,23.2716283081,2.0
257.954182848,23.2767762844,2.0
257.527020136,23.275138343,2.0
131.022831544,35.6088632613,2.0
257.395641479,23.2695353747,2.0
258.612214216,23.2777264589,2.0
258.740090072,23.2612871284,2.0
257.317281523,23.278808048,2.0
257.817586168,23.2861127262,2.0
257.406068204,23.2870475282,2.0
257.318899186,23.2871828166,2.0
130.926115657,35.6173270806,2.0
257.516226007,23.288278324,2.0
131.92496718,35.6409698895,2.0
258.046142841,23.2911739836,2.0
130.970607374,35.6211795719,2.0
131.684108256,35.6423311035,2.0
258.660125705,23.2968657053,2.0
258.002755859,23.2967909659,2.0
258.574126966,23.2992035846,2.0
330.105935328,32.220382608,2.0
257.772145416,23.3094283467,2.0
258.024691424,23.3132035683,2.0
257.852322588,23.3152800072,2.0
257.898946667,23.320124031,2.0
330.914455376,32.2291695438,2.0
131.551043514,35.6936890049,2.0
257.293307881,23.3259602686,2.0
257.923357956,23.3287725136,2.0
257.332809045,23.3245256921,2.0
257.604324238,23.3387610611,2.0
257.666727043,23.3418235138,2.0
258.77163532,23.3434943763,2.0
258.495475535,23.3455805293,2.0
258.005362241,23.3449284019,2.0
257.419414481,23.3491873771,2.0
258.702525797,23.3475025659,2.0
257.79221153,23.3544559548,2.0
258.59488194,23.3585890258,2.0
258.581915906,23.3644095029,2.0
258.553355816,23.3656515406,2.0
257.439582085,23.3682629219,2.0
257.611151284,23.3637358985,2.0
257.645630546,23.3739610867,2.0
257.715621685,23.3761254178,2.0
258.265354612,23.380050806,2.0
258.793035499,23.3791674896,2.0
258.736723866,23.382917556,2.0
331.028200356,32.278818326,2.0
257.330960058,23.3819756509,2.0
257.532183666,23.3756530391,2.0
258.07379897,23.3874980983,2.0
257.97499878,23.3856795163,2.0
258.63288922,23.3851405542,2.0
257.697030861,23.3879552839,2.0
258.518366542,23.3822256329,2.0
131.920066173,35.7931352569,2.0
257.961559597,23.3925076889,2.0
257.765102985,23.3912610633,2.0
257.813658008,23.3941058333,2.0
258.455148191,23.3929378875,2.0
257.46889127,23.3998212134,2.0
258.262973245,23.4042126233,2.0
331.006805036,32.2912590726,2.0
257.710880713,23.4050126511,2.0
258.098623169,23.4006641664,2.0
258.60279942,23.4108158685,2.0
257.75765941,23.4132108333,2.0
131.774588457,35.8377700201,2.0
258.672345242,23.41181313,2.0
257.697856037,23.4147802785,2.0
257.404465233,23.4173750832,2.0
258.7742825,23.4156499461,2.0
257.777078312,23.4216827224,2.0
258.297674466,23.4207935427,2.0
258.287478047,23.4306816745,2.0
331.395704783,32.3063211966,2.0
131.02912483,35.8777594261,2.0
258.564921569,23.4297978165,2.0
258.464000761,23.4374057387,2.0
258.712407461,23.4376316707,2.0
257.527320843,23.4408695228,2.0
258.445936706,23.440573248,2.0
258.466341237,23.4392264348,2.0
331.107698313,32.3189472496,2.0
257.271426628,23.4431670837,2.0
258.537612021,23.4434868853,2.0
257.630204186,23.4476616644,2.0
258.797738187,23.4404230396,2.0
259.553298776,39.4722685762,2.0
257.752038118,23.4564905071,2.0
258.794005237,23.4555210997,2.0
258.106242799,23.4569080072,2.0
131.944984251,35.9123853706,2.0
257.284681503,23.4616456942,2.0
258.928357805,39.4819616232,2.0
258.687374713,23.473885921,2.0
257.438075025,23.4818039072,2.0
257.679657067,23.4815207345,2.0
130.585921554,35.9539580226,2.0
257.616854146,23.4897398187,2.0
132.072742149,35.9664325178,2.0
257.952083292,23.4994455187,2.0
258.153872054,23.5001088738,2.0
258.090638684,23.4989854211,2.0
258.519199286,23.4976760071,2.0
257.584981186,23.5007521799,2.0
257.288552751,23.5010837453,2.0
257.780166317,23.504752874,2.0
259.630857774,39.5305945376,2.0
258.123655212,23.507804539,2.0
258.62972897,23.5083276679,2.0
258.594490749,23.5107508878,2.0
257.697885732,23.5109203664,2.0
258.129718913,23.513754679,2.0
258.518153259,23.5129281259,2.0
258.326871,39.5372693116,2.0
258.860780654,39.5402669098,2.0
258.165836833,23.5182881205,2.0
258.176901752,23.518414432,2.0
257.617489342,23.5192158453,2.0
258.517954611,23.519605504,2.0
258.667662291,23.5201659812,2.0
259.636243334,39.5427829198,2.0
257.870495281,23.5209317319,2.0
